form	POS
juro	v.perf.past
.	punc

)	n
thana	n
rājā	n
na	case.erg
dhāraṃ	v.perf.past
bho	interj
bikramakeśala	n.prop
chāya	adv.inter
chu	p.indef
dhāya	v.n
.	punc

ji	p.pers
mahā	adj
dhaṃdā	n
juro	v.perf.past
thani	adv.temp
.	punc

gathya	adv.inter
yāye	v.n
ṣye	v.n
dhaka	v.dhak
ṅanaṃ	v.perf.past
.	punc

thana	adv.conj
bikramakeśala	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
mahārājā	n
chalapola	p.pers
sa	case.loc.inan
chu	p.interrog
dhaṃdā	n
julo	v.perf.past
.	punc

ji	p.pers
ṅhavane	post.gen
dhāva	v.impst
.	punc

ji	p.pers
na	case.erg
phako	d.quant
upakāra	n
yāya	v.n
makhā	adv.man
.	punc

thana	n
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

paradeśa	n
yā	case.gen
rājā	n
yāta	case.dat
barṣa	n
patiṃ	d.quant
kara	n
thane	v.n
māra	v.impst
.	punc

āva	adv.temp
thani	adv.temp
dina	n
ghāta	n
juro	v.perf.past
.	punc

thva	d.dem
kara	n
thaṅāva	cv.ant
ma	neg
birasā	cv.cond
hatāra	n
kara	n
vayiva	v.np
.	punc

āva	adv.temp
chiji	n
samadhāra	n
gathya	adv.inter
yāya	v.n
māra	v.impst
dhaka	v.dhak
dhāyāva	cv.ant
.	punc

bikramakeśala	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
mahārājā	n
chāya	adv.inter
kara	n
pure	v.n
.	punc

pure	v.n
ma	neg
mvāra	v.impst
.	punc

hatāra	n
phaya	v.n
ma	neg
ṣu	v.impst
rā	cl.inter
.	punc

rājājanma	n
juyāva	cv.ant
.	punc

amathya	n
pararājā	n
na	case.erg
ko	adv.dir
nyācakāva	cv.ant
cone	v.n
rā	cl.inter
.	punc

jirasā	n
phunyāva	cv.ant
choya	v.n
.	punc

ma	neg
jirasā	cv.cond
butasāṃ	n
buka	v.perf.past
aneka	d.quant
sainya	n
dako	n
munakāva	cv.ant
.	punc

śaḍa	n
.	punc

kisi	n
.	punc

bapāyaka	n
.	punc

paramāna	n
dako	interj
munakāva	cv.ant
.	punc

samasta	d.quant
śastra	n
astra	n
tāra	v.perf.past
rācakāva	cv.ant
coṅa	v.impst
bela	n
sa	case.loc.inan
paradeśa	n
yā	case.gen
*rājā	n
na	case.erg
(fn13b)	fol
dūta	n
chosyaṃ	v.co
hava	cv.ant
||	punc

bho	interj
mahārājā	n
ji	p.pers
panisa	case.gen.h.pl
juju	n
yā	case.gen
ājñā	n
sadā	n
yā	case.gen
thyaṃ	post.abs
kara	n
kāyakara	n
hara	v.perf.past
.	punc

hiva	v.np
dhakaṃ	v.dhak
dhāraṃ	v.perf.past
.	punc

ma	neg
birasā	cv.cond
hatāra	n
kaya	v.n
dhāram	v.perf.past
.	punc

thathya	adv.man
nvāṅāva	cv.ant
coṅā	v.perf.part
bela	n
sa	case.loc.inan
bikramakeśala	n
fn40	fol
du	n
bvāṅāva	cv.ant
dhakaṃ	v.dhak
.	punc

chi	num
misa	n
chu	p.interrog
kha	n
lhāṅāva	cv.ant
coṅāva	cv.ant
kha	n
haṃ	v.perf.past
ma	neg
du	v.impst
huni	v.ipv
.	punc

cha	num
panisa	case.gen.h.pl
rājā	n
baṃśa	n
khatasā	cv.cond
.	punc

juddha	n
oya	v.n
māra	v.impst
.	punc

ji	p.pers
pani	case.abs.h.pl
kṣatriyaparākrama	n
datasā	cv.cond
.	punc

hatāra	n
phaya	v.n
.	punc

āmathya	n
dhāyāṃ	v.n
chāya	adv.inter
jñāya	v.n
chāya	adv.inter
biya	v.n
dhakaṃ	v.dhak
bikramakeśara	n
na	case.erg
hatakāva	cv.ant
chotaṃ	v.perf.past
.	punc

dūta	n
vava	v.impst
pani	case.abs.h.pl
thvate	p.anaphor
kha	n
ṅeṅāva	cv.ant
lihā	adv.dir
vanaṃ	v.perf.past
.	punc

lihā	adv.dir
vaṅāva	cv.ant
samasta	d.quant
bṛttānta	adj
kanaṃ	v.perf.past
||	punc

thana	n
thva	d.dem
rājā	n
yā	case.gen
nugara	n
sa	case.loc.inan
ati	adv.deg
krodha	n
juyāva	cv.ant
dhāraṃ	v.perf.past
.	punc

de	adv.dir
jiva	p.pers
kṣe	v.n
dhakaṃ	v.dhak
deśa	n
sa	case.loc.inan
nāpa	post.abs
ṣiṃbāja	n
na	case.erg
coyakāva	cv.ant
paramāna	n
maṃtrī	n
deśakataka	n
sakale	v.n
sainyaloka	n
sakalyeṃ	v.co
munakāva	cv.ant
.	punc

śastra	n
astra	n
samasta	d.quant
mālako	v.rel.part
tāra	v.perf.past
rācakāva	cv.ant
kisi	n
śaḍa	n
gayāva	cv.ant
.	punc

pāya	n
ke	case.loc.an
sainyanaṃ	adv.man
licakāva	cv.ant
.	punc

nighata	n
na	case.abl
pi	adv.dir
bvāṅāva	cv.ant
mahā	adj
yuddha	n
yāya	v.n
dhakaṃ	v.dhak
hatāra	n
kala	n
vava	v.impst
.	punc

thva	d.dem
deśa	n
yā	case.gen
samīpa	n
sa	case.loc.inan
ma	neg
thyaṃtole	v.n
sumukaṃ	adv.man
coṅāva	cv.ant
deśa	n
yā	case.gen
samīpa	n
sa	case.loc.inan
thyanāva	cv.ant
.	punc

thva	d.dem
bikramakeśa	n
na	case.erg
śaḍa	n
gayāva	cv.ant
sainyaloka	n
na	case.erg
licakāva	cv.ant
vaṅāva	cv.ant
mahā	adj
yuddha	n
yāka	v.impst
.	punc

anega	d.quant
kataka	n
mocakāva	cv.ant
.	punc

thva	d.dem
rājā	n
phuṅāva	cv.ant
chotaṃ	v.perf.past
.	punc

thana	adv.conj
bhākhā	n
yā	case.gen
kabula	n
yātaṃ	v.perf.past
.	punc

nhāpā	adv.temp
chana	p.pers
kāyāṃ	case.gen
thyaṃ	post.abs
jipanita	n
kala	n
biya	v.n
māla	v.perf.past
dhakaṃ	v.dhak
bhāṣā	n
yāṅāva	cv.ant
chotaṃ	v.perf.past
.	punc

thana	n
bikramakeśalayāta	n
jātrā	n
yāṅāva	cv.ant
rājaghara	n
sa	case.loc.inan
duta	adv.dir
boṅāva	cv.ant
mhyāca	n
kanyādāna	n
biyāva	cv.ant
sukhana	adv.man
conaṃ	v.perf.past
||	punc

thana	adv.man
pya	num
nhu	cs.time
cyā	v.perf.part
nhuṃ	n
li	cv.anter
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
chi	num
rānīcā	n
sadākāraṃ	v.perf.past
chava	cv.ant
nāpa	post.abs
coṅāva	cv.ant
kārya	n
ma	neg
sidhu	v.impst
.	punc

chana	p.pers
babuju	n
yā	case.gen
duḥkha	n
kaṣṭa	n
phene	v.n
dhuno	v.perf.past
.	punc

ji	p.pers
thava	p.refl
babuju	n
yā	case.gen
duḥkha	n
phene	v.n
ma	neg
dhuṃ	n
ni	interj
.	punc

bahukusuma	n
svāna	n
yā	case.gen
kārya	n
vaneyāṅa	v.impst
vayā	v.perf.part
.	punc

ji	p.pers
vane	v.n
dhāyāva	cv.ant
rānī	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bahukusumāvati	n
svāna	n
ga	n
na	case.erg
kāya	v.n
.	punc

suyāṃ	n
gamya	v.n
ma	neg
du	v.impst
.	punc

athāhā	n
samudra	n
gathye	adv.inter
pāra	n
yāya	v.n
phayiva	v.np
.	punc

athyanaṃ	adv.conj
chalapola	p.pers
mahāparākrama	n
thvalaṃ	v.perf.past
.	punc

bijyāhuni	v.ipv
.	punc

rihāṃ	adv.dir
bijyāya	v.n
bela	n
sa	case.loc.inan
juko	v.perf.past
ji	p.perf
ke	case.loc.an
bijyāya	v.n
māra	v.impst
dhakaṃ	v.dhak
dhāsyaṃ	v.co
bidā	n
biyāva	cv.ant
chotaṃ	v.perf.past
||	punc

thana	adv.man
jaṃbūdvīpa	n
dhāyā	v.perf.part
deśa	n
thyanaṃ	v.perf.past
.	punc

thva	d.dem
deśa	n
sa	case.loc.inan
du	v.impst
hāyāva	cv.ant
*rājā	n
yā	case.gen
(fn14a)	fol
che	p.pers
kosa	n
coṅāva	cv.ant
conaṃ	v.perf.past
.	punc

bhiṅa	adj
phale	v.n
sa	case.loc.inan
coṅā	v.perf.part
fn41	fol
bela	n
sa	case.loc.inan
rājyaṃ	v.co
tapaṃ	v.co
hunununaṃ	v.perf.past
khoraṃ	v.perf.past
.	punc

mahā	adj
utpāta	n
juyāva	cv.ant
thva	d.dem
bikramakeśali	n
na	case.abl
kautuka	n
cāyāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
chi	num
paṃca	num.skt
pani	case.abs.h.pl
.	punc

thva	d.dem
deśa	n
sa	case.loc.inan
chu	p.indef
juro	v.perf.past
.	punc

chāna	adv.inter
khola	n
dhakaṃ	v.dhak
ṅanaṃ	v.perf.past
||	punc

thana	adv.man
misā	n
cha	num
mha	cs.anim
sena	case.erg.h
dhāraṃ	v.perf.past
.	punc

thva	d.dem
deśa	n
yā	case.gen
rājā	n
yā	case.gen
mhyāca	n
sita	v.perf.past
.	punc

āva	adv.temp
thva	d.dem
sīka	v.impst
uya	v.n
mu	neg
mvāva	cv.ant
.	punc

deśa	n
yā	case.gen
dakṣiṇadiga	n
sa	case.loc.inan
bana	n
sa	case.loc.inan
vāṅaṃ	v.perf.past
tāthye	v.n
.	punc

thana	n
rākṣasa	n
vayāva	cv.ant
nara	v.impst
vayiva	v.np
.	punc

deśa	n
sa	case.loc.inan
utpāta	n
juva	v.impst
chāna	adv.inter
dhārasā	cv.cond
.	punc

sanāna	n
vane	v.n
bela	n
sa	case.loc.inan
thva	d.dem
rākṣasa	n
na	case.erg
liṅāva	cv.ant
nayi	n
yā	case.gen
bhaya	n
na	case.erg
deśakataka	n
jñāka	n
dhakaṃ	v.dhak
misā	n
na	case.erg
bikramakeśaliyāta	n
kanaṃ	v.perf.past
||	punc

thvate	p.anaphor
bṛttānta	adj
kha	n
ṅeṅāva	cv.ant
thva	d.dem
rājācā	n
na	case.erg
ṅheo	cv.ant
rākṣasinī	n
yāke	case.loc.an
kayā	v.perf.part
hayāgū	n
kaṣṭapādalakāma	n
na	case.erg
ṅhāṅāva	cv.ant
tārapatra	n
khaḍga	n
kāyāva	cv.ant
.	punc

simā	n
kosa	n
coṅāva	cv.ant
svayāva	cv.ant
conaṃ	v.perf.past
||	punc

thana	adv.man
thva	d.dem
rānicā	n
si	n
thana	n
haro	v.perf.past
.	punc

thana	n
dakṣiṇadiga	n
sa	case.loc.inan
musāna	n
sa	case.loc.inan
coṅāva	cv.ant
mārakva	cv.ant
karma	n
yāṅāva	cv.ant
vāṅaṃ	v.perf.past
tāthu	n
julo	v.perf.past
||	punc

thana	adv.man
sadā	n
yā	case.gen
thyaṃ	post.abs
rākṣasa	n
vayāva	cv.ant
tava	adj
śabda	n
na	case.erg
hārāva	cv.ant
bosya	v.co
vayāva	cv.ant
sika	adj
yā	case.gen
ṅhaone	post.gen
coṅāva	cv.ant
gā	n
ulāva	cv.ant
svayāva	cv.ant
.	punc

thva	d.dem
rānicā	n
yā	case.gen
sarbāṃgi	adj
tvayāva	cv.ant
gaṃgācāmala	n
na	case.abl
gārāva	cv.ant
mvācakāva	cv.ant
svataṃ	v.perf.past
.	punc

hanoṃ	adv.conj
jamunācāmala	n
na	case.abl
gālāva	cv.ant
syāṅā	v.perf.part
.	punc

thana	n
rākṣasa	n
na	case.erg
naya	v.n
teṅāva	cv.ant
bela	n
sa	case.loc.inan
thva	d.dem
bikramakeśali	n
na	case.erg
mahā	adj
krodhana	adv.man
tārapatra	n
khadga	n
na	case.erg
pāraṃ	v.perf.past
||	punc

thva	d.dem
bela	n
sa	case.loc.inan
rākṣasa	n
jñāṅāva	cv.ant
cāmalaṃ	v.perf.past
ni	num
phiṃ	adv.freq
vāṅaṃ	adv.man
tāthāva	cv.ant
bisya	v.co
vaṅa	v.impst
jula	v.perf.past
||	punc

thvanaṃ	adv.conj
li	cv.anter
thva	d.dem
bikramakeśali	n
rājā	n
na	case.erg
thva	d.dem
sīkamha	p.correl
rānīcā	n
yā	case.gen
sarbāṃga	adj
toyāva	cv.ant
gaṃgācāmara	n
na	case.abl
gārāva	cv.ant
uthyaṃ	v.co
mvāka	n
.	punc

hanvaṃ	adv.conj
jamunācāmara	n
na	case.abl
gārāva	cv.ant
syāṅā	v.perf.part
.	punc

thana	n
gā	n
na	case.erg
toka	n
puyāva	cv.ant
cha	p.pers
bhi	n
na	case.erg
sumukaṃ	adv.man
conaṃ	v.perf.past
||	punc

thana	n
na	case.erg
saṅāva	cv.ant
rājā	n
na	case.erg
socakara	n
hava	cv.ant
.	punc

thana	adv.man
māhāna	n
pani	case.abs.h.pl
cākra	n
cikraṃ	v.perf.past
svayāva	cv.ant
.	punc

thva	d.dem
rānī	n
tayā	v.perf.part
thāya	n
sa	case.loc.inan
svara	n
vaṅā	v.perf.part
bela	n
sa	case.loc.inan
thva	d.dem
mahāpuruṣa	n
khaṅāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
mahāpuruṣa	n
thathigū	n
bhaya	n
du	v.impst
thāya	n
sa	case.loc.inan
chu	p.interrog
dhaka	v.dhak
coṅā	v.perf.part
dhakaṃ	v.dhak
ṅenaṃ	v.perf.past
.	punc

thana	n
mahāpuruṣa	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
mahāna	n
pani	case.abs.h.pl
cha	p.pers
panisa	case.gen.h.pl
janma	n
janmāṃtara	n
bhaya	n
ma	neg
dayakaṃ	v.perf.past
ji	p.pers
na	case.erg
rākṣasa	n
mocake	v.n
dhuno	v.perf.past
.	punc

āva	adv.temp
sundarī	adj
fn42	fol
mvācake	v.n
phatasāṃ	v.perf.past
.	punc

ji	p.pers
ta	case.dat
biyu	n
rā	n
(fn14b)	fol
dhāra	n
huni	v.ipv
dhakaṃ	v.dhak
chotaṃ	v.perf.past
||	punc

thva	d.dem
dūta	n
pani	case.abs.h.pl
cho	n
yā	case.gen
rājā	n
yāke	case.loc.an
vaṅāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
mahārājā	n
ati	adv.deg
āścarya	adj
kha	n
cha	num
tā	cs.abs
ṅaṅāva	cv.ant
vayā	v.perf.part
.	punc

dakṣiṇa	n
samasvāna	n
sa	case.loc.inan
coṅa	v.impst
mha	cs.anim
mahāpuruṣa	n
chamhasye	v.n
na	case.erg
dhāra	v.perf.past
.	punc

jhijhi	n
sa	case.loc.inan
śatru	n
rākṣasa	n
mocake	v.n
dhuna	v.impst
.	punc

āva	adv.temp
thva	d.dem
rānīcā	n
siko	n
mvācake	v.n
phatasā	cv.cond
.	punc

ji	p.pers
ta	case.dat
biyu	v.np
rā	cl.inter
dhakaṃ	v.dhak
ṅe	post.gen
na	case.erg
huni	v.ipv
dhakaṃ	v.dhak
ji	p.pers
pani	case.abs.h.pl
chosyaṃ	v.co
hala	n
.	punc

punarbāra	adv.conj
lisala	n
biya	v.n
māra	v.impst
dhakaṃ	v.dhak
gathya	adv.inter
lisala	n
biya	v.n
dhakaṃ	v.dhak
bimati	n
yāsyaṃ	v.co
li	cv.anter
.	punc

thana	n
rājā	n
tvaṃ	case.erg.h.pl
rasa	n
tāyāva	cv.ant
biya	v.n
makhā	adv.man
.	punc

kāva	cv.ant
dhakaṃ	v.dhak
harṣamāna	adj
yāsyaṃ	v.co
lisala	n
ka	dunno
na	case.erg
vanaṃ	v.perf.past
||	punc

thana	adv.conj
thva	d.dem
mahāpuruṣa	n
na	case.erg
rānīcā	n
mvācakaṃ	v.perf.past
tayāva	cv.ant
nānā	d.quant
ānanda	n
kha	n
lhāsyaṃ	v.co
coṅāva	cv.ant
.	punc

hanoṃ	adv.conj
jamunācāmara	n
gārāva	cv.ant
syāṅaṃ	v.co
tayā	v.perf.part
bela	n
sa	case.loc.inan
māhāna	n
pani	case.abs.h.pl
vayāva	cv.ant
lisala	n
kasyaṃ	v.co
dhāraṃ	v.perf.past
.	punc

bho	interj
mahāpuruṣa	n
.	punc

kāhune	v.n
dhakaṃ	v.dhak
rājā	n
na	case.erg
ājñā	n
data	v.perf.past
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

thva	d.dem
mahāpuruṣa	n
na	case.erg
gaṃgācāmala	n
na	case.erg
gārāva	cv.ant
mvācakaṃ	n
taram	v.perf.past
.	punc

thva	d.dem
bela	n
sa	case.loc.inan
anega	d.quant
loka	n
vayāva	cv.ant
jātrā	n
yāṅāva	cv.ant
deśa	n
duta	adv.dir
yaṅāva	cv.ant
.	punc

ānanda	n
na	case.erg
rānīcā	n
byabahāra	n
yāṅāva	cv.ant
sukhana	adv.man
coṅa	v.impst
julo	v.perf.past
||	punc

thvana	adv.conj
li	cv.anter
pya	num
nhu	cs.time
cyā	v.perf.part
nhu	cs.time
līva	cv.ant
thva	d.dem
bikramakeśalī	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
chi	num
tiri	n
cha	p.pers
mṛtyu	n
juvamha	p.correl
punajanma	n
yāya	v.n
dhuno	v.perf.past
.	punc

āva	adv.temp
ji	p.pers
babuju	n
yā	case.gen
kārya	n
vayā	v.perf.part
.	punc

bahukusuma	n
svāna	n
yā	case.gen
upadeśanā	n
ni	cl.focus
vane	v.n
dhāyāva	cv.ant
.	punc

rānīcā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
puruṣa	n
thathiṃmha	p.correl
prāṇadātā	n
puruṣa	n
ji	p.pers
na	case.erg
gathya	adv.inter
tolate	v.n
.	punc

chi	num
na	case.erg
torate	v.n
ajogya	n
.	punc

chi	num
na	case.erg
torate	v.n
jurasā	cv.cond
nhāpā	adv.temp
yā	case.gen
thyaṃ	post.abs
ji	p.pers
prāṇa	n
li	cv.anter
kāhuni	v.ipv
dhakaṃ	v.dhak
khoyāva	cv.ant
bimati	n
yātaṃ	v.perf.past
.	punc

thana	n
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
rānīcā	n
amathya	v.n
rā	n
julasā	cv.cond
rihā	n
vaye	v.n
bela	n
sa	case.loc.inan
ji	p.pers
vayāva	cv.ant
jigū	n
rājye	n
boṅāva	cv.ant
yaṅe	v.n
makhā	adv.man
dhāsyaṃ	v.co
bodha	n
yāṅāva	cv.ant
tāthāva	cv.ant
.	punc

bahukusuma	n
svāna	n
yā	case.gen
upadeśanā	n
vanaṃ	v.perf.past
||	punc

thana	adv.man
mahā	adj
durga	n
banāṃtara	n
thyaṅāva	cv.ant
samudra	n
ruva	v.np
.	punc

thva	d.dem
samudra	n
yā	case.gen
itā	n
thitā	n
aṃta	n
ma	neg
du	v.impst
.	punc

thana	n
kātapādalakāma	n
kāyāva	cv.ant
ṅhāṅāva	cv.ant
samudra	n
itā	n
svasyaṃ	v.co
bosya	n
vaṅāva	cv.ant
itā	n
sa	case.loc.inan
fn43	fol
juta	v.perf.past
vanaṃ	v.perf.past
.	punc

thana	n
bahukusuma	n
svāna	n
yā	case.gen
thāya	n
ujhāna	n
sa	case.loc.inan
thyanaṃ	v.perf.past
.	punc

thana	adv.conj
ujhāna	n
na	case.erg
pihā	n
vayāva	cv.ant
bahukusumābati	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
mahāpuruṣa	n
.	punc

chi	num
su	p.interrog
juyiva	v.np
.	punc

chāya	adv.inter
thana	n
(fn15a)	fol
vayā	v.perf.part
.	punc

bho	interj
mānuṣya	n
ati	adv.deg
āścarya	adj
gathya	adv.inter
vayā	v.perf.part
.	punc

sunā	p.interrog
na	case.erg
boṅāva	cv.ant
hara	v.perf.past
.	punc

cha	num
su	p.interrog
khava	v.impst
.	punc

ganaṃ	adv.rel
vayā	v.perf.part
dhaka	v.dhak
dhāraṃ	v.perf.past
.	punc

thva	d.dem
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
sundarī	adj
ṅehune	v.n
.	punc

ji	p.pers
rā	cl.inter
jurasā	cv.cond
jambūdvīpa	n
yā	case.gen
bikramādita	n
rājā	n
yā	case.gen
kāya	v
thukā	evid
.	punc

ji	p.pers
camāju	n
na	case.erg
hata	n
yāṅāva	cv.ant
.	punc

bahukusuma	n.prop
svāna	n
kāla	n
vayā	v.perf.part
dhakaṃ	v.dhak
dhāyāva	cv.ant
bahukusumābati	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
rājācā	n
bahukusuma	n
svāna	n
ji	p.pers
thukā	evid
dhāyāva	cv.ant
.	punc

svāna	n
ni	cl.focus
phola	n
yava	v.impst
dhakaṃ	v.dhak
biyāva	cv.ant
dhāraṃ	v.perf.past
.	punc

bho	interj
mānuṣya	n
huni	v.ipv
huni	v.ipv
dhakaṃ	v.dhak
dhāraṃ	v.perf.past
.	punc

thana	n
rākṣasa	n
yā	case.gen
thāya	n
.	punc

thva	d.dem
ujhāna	n
sa	case.loc.inan
indra	n.prop
yā	case.gen
rākṣasa	n
na	case.erg
piyakāva	cv.ant
tala	v.perf.past
.	punc

ji	p.pers
dhālasā	cv.cond
apasarā	n
thukā	evid
dhakaṃ	v.dhak
dhāyāva	cv.ant
rājācā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
kusumābati	n
ji	p.pers
kalāta	n
ma	neg
du	v.impst
.	punc

chiva	num
jiva	p.pers
bibahāra	n
yāya	v.n
nuyo	v.perf.past
dhāyāva	cv.ant
bahukusumābati	n
na	case.erg
ati	adv.deg
harṣamāna	adj
yāṅāva	cv.ant
ṅherā	cv.cond
.	punc

kusumābati	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

amathya	n
lā	cl.inter
julasā	cv.cond
biśvā	n
sa	case.loc.inan
bihuni	v.ipv
dhakaṃ	v.dhak
dhāyāva	cv.ant
thithim	adj
biśvā	n
sa	case.loc.inan
biyāva	cv.ant
ni	num
mha	cs.anim
mahā	adj
sukhana	adv.man
krīḍā	n
yāṅāva	cv.ant
conaṃ	v.perf.past
||	punc

cha	num
nhu	num.time
yā	case.gen
dina	n
sa	case.loc.inan
thva	d.dem
rākṣasa	n
na	case.erg
ṅanaṃ	v.perf.past
.	punc

bho	interj
kusumābati	n
thani	adv.temp
yā	case.gen
rātri	n
sa	case.loc.inan
manuṣya	n
na	case.erg
vava	v.impst
.	punc

su	p.interrog
vala	v.perf.past
dhakaṃ	v.dhak
ṅanaṃ	v.perf.past
.	punc

kusumābati	n
na	case.erg
dhāraṃ	v.perf.past
bho	interj
ajāju	n
thathiṃṅa	p.correl
athāhā	n
samudra	n
pāra	n
yāṅaṃ	v.perf.past
su	p.interrog
vayiva	v.np
.	punc

sunuṃ	p.indef
ma	neg
khate	v.n
.	punc

dhakaṃ	v.dhak
kusumābati	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
rājā	n
thva	d.dem
rākṣasa	n
na	case.erg
manuṣya	n
yāna	v.impst
vava	v.impst
dhakaṃ	v.dhak
sora	n
juva	v.impst
.	punc

chiji	n
bisya	v.co
vane	v.n
nuyo	v.perf.past
dhakaṃ	v.dhak
kusumābati	n
na	case.erg
rājā	n
yāta	case.dat
dhāraṃ	v.perf.past
.	punc

thvate	p.anaphor
samadhāra	n
yāṅāva	cv.ant
ni	num
mhaṃ	cs.anim
bisya	v.co
vaṅāva	cv.ant
samudra	n
thitā	n
thyanakāva	cv.ant
durgābanaṃ	adv.man
vava	cv.coin
bela	n
sa	case.loc.inan
nhāpā	adv.temp
yā	case.gen
rānī	n
rūmaṅāva	cv.ant
rājā	n
kusumābati	n
sahita	post.abs
rānicā	n
yā	case.gen
che	p.pers
vaṅā	v.perf.part
.	punc

thva	d.dem
rānīcā	n
na	case.erg
rājā	n
yā	case.gen
caraṇakamala	n
sa	case.loc.inan
bhoka	n
puyava	cv.ant
boṅāva	cv.ant
yanaṃ	v.perf.past
||	punc

anega	d.quant
pā	cs.flat
na	case.erg
pakavā	n
na	case.erg
ṅhepa	n
cyākāva	cv.ant
ādara	n
yāṅāva	cv.ant
nhāpāṃ	adv.temp
saṃbhāṣaṇa	n
yāṅāva	cv.ant
conaṃ	v.perf.past
||	punc

thana	adv.man
pya	num
nhu	cs.time
cyā	v.perf.part
nhu	cs.time
līva	cv.ant
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

tādato	interj
ji	p.pers
babuju	n
yā	case.gen
jyā	n
vayā	v.perf.part
.	punc

ji	p.pers
babuju	n
gathya	adv.inter
coṅa	v.impst
khe	v.n
dhakaṃ	v.dhak
*rānīcā	n
yāke	case.loc.an
fn44	fol
belā	n
phoṅā	v.perf.part
.	punc

thva	d.dem
rānīcā	n
na	case.erg
dhāraṃ	v.perf.past
bho	interj
prabhu	n
prāṇadātā	n
ji	p.pers
sikamha	p.correl
mvācakumha	p.correl
chalapola	p.pers
bijyātaṅāva	cv.ant
ji	p.pers
ma	neg
boṅāva	cv.ant
chāya	adv.inter
dhakaṃ	v.dhak
svamham	v.perf.past
nāpaṃ	post.ass
vanaṃ	v.perf.past
.	punc

anega	d.quant
bastubhāva	cv.ant
jvaṅāva	cv.ant
svamha	p.correl
nāpa	post.abs
vanaṃ	v.perf.past
||	punc

thvana	adj.conj
ri	cv.anter
mahā	adj
nagara	n
cha	num
guli	cs.inan
thyaṅāva	cv.ant
nhāpā	adv.temp
yā	case.gen
kha	n
rumaṅāva	cv.ant
thva	d.dem
deśa	n
sa	case.loc.inan
*svamhaṃ	adv.place
(fn15b)	fol
duhā	n
vaṅāva	cv.ant
nhāpā	adv.temp
yā	case.gen
kalāta	n
rumaṅāva	cv.ant
kalāta	n
yā	case.gen
che	n
sa	case.loc.inan
duhā	n
vaṅāva	cv.ant
.	punc

bicāra	n
yātaṃ	v.perf.past
.	punc

hanaṃ	adv.conj
kalāta	n
na	case.erg
bicāra	n
yātaṃ	v.perf.past
.	punc

bho	interj
puruṣa	n
bijyāya	v.n
dhuna	v.impst
rā	cl.inter
.	punc

bijyāhune	v.ipv
dhakaṃ	v.dhak
li	cv.anter
cāyakāva	cv.ant
caraṇakamala	n
sa	case.loc.inan
bhoka	n
puyāva	cv.ant
tale	v.n
thāhā	adv.dir
bijyācakāva	cv.ant
nānā	d.quant
upabhoga	n
yācakāva	cv.ant
ānanda	n
na	case.erg
conaṃ	v.perf.past
||	punc

thanaṃ	adv.conj
li	cv.anter
pya	num
nhu	cs.time
cyā	v.perf.part
nhu	cs.time
līva	cv.ant
thva	d.dem
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
chī	n
strī	n
.	punc

ji	p.pers
thathya	adv.man
coṅe	v.n
ma	neg
ṣuto	v.perf.past
.	punc

babuju	n
yā	case.gen
uddeśanā	n
vayā	v.perf.part
.	punc

āva	adv.temp
ji	p.pers
babuju	n
gathya	adv.inter
cona	n
khye	v.n
dhakaṃ	v.dhak
dhāsyaṃ	v.co
belā	n
kāyāva	cv.ant
vane	v.n
teṅā	v.perf.part
bela	n
sa	case.loc.inan
rānī	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
prabhu	n
svāmi	n
chalapola	p.pers
yā	case.gen
biśvā	n
sana	n
ji	p.pers
coṅā	v.perf.part
.	punc

ji	p.pers
nāpaṃ	post.ass
boṅaṃ	adv.place
yane	v.n
māla	v.perf.past
dhaka	v.dhak
